book_id,title,authors,isbn,language_code,average_rating,ratings_count,original_publication_year,books_count,work_text_reviews_count
7457,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,014310425X,eng,4.2,9534,2010.0,14,840
7458,Women of the Silk,Gail Tsukiyama,312099436,en-US,3.94,12769,1991.0,15,951
7459,The Prisoner of Zenda,Anthony Hope,140621318,eng,3.87,12530,1894.0,379,694
7460,"Flutter (My Blood Approves, #3)",Amanda Hocking,557489563,eng,3.97,14828,2010.0,24,576
7461,"Tall, Tatted and Tempting (The Reed Brothers, #1)",Tammy Falkner,<function <lambda> at 0x7eb612ae0170>,en-US,4.23,24680,2013.0,12,1862
7462,Leviathan,Paul Auster,140178139,eng,3.95,10002,1992.0,50,517
7463,Saving Faith,David Baldacci,446608890,eng,3.82,13377,1999.0,76,618
7464,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",R.A. Salvatore,786914041,en-US,3.89,12099,1999.0,27,157
7465,"The Haunted Mask (Goosebumps, #11)",R.L. Stine,439568331,eng,3.77,14043,1993.0,48,563
7466,Tyrannosaur Canyon (Wyman Ford #1),Douglas Preston,765349655,eng,3.78,13452,2005.0,47,588
7467,The Girl Before,J.P. Delaney,425285049,eng,3.7,23500,2017.0,63,4477
7468,Wayside School Gets A Little Stranger (Wayside School #3),Louis Sachar,747569118,eng,4.18,15566,1995.0,25,435
7469,Summer of Night,Dan Simmons,446362662,en-US,4.0,13014,1991.0,2,850
7470,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm","Jim Butcher, Mark Powers, Ardian Syaf",345506391,eng,4.36,11953,2009.0,3,201
7471,Tourist Season,Carl Hiaasen,446695718,en-US,3.95,13850,1986.0,24,619
7472,السنجة,أحمد خالد توفيق,<function <lambda> at 0x7eb612ae0170>,ara,3.16,10449,2012.0,5,1478
7473,"204 Rosewood Lane (Cedar Cove, #2)",Debbie Macomber,778322602,eng,4.15,14454,2002.0,57,559
7474,"Unseen (Will Trent, #7)",Karin Slaughter,345539478,eng,4.17,12277,2013.0,46,1226
7475,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",Heather Brewer,525422439,eng,4.31,14758,2010.0,20,609
7476,Double Star,Robert A. Heinlein,345330137,eng,3.88,14661,1956.0,80,511
7477,"A Perfect Evil (Maggie O'Dell, #1)",Alex Kava,778322335,eng,4.02,13542,2000.0,63,564
7478,Help Thanks Wow: The Three Essential Prayers,Anne Lamott,1594631290,eng,3.97,12245,2012.0,17,1820
7479,"The Long Patrol (Redwall, #10)","Brian Jacques, Allan Curless",142402451,eng,4.1,15343,1997.0,28,199
7480,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,670022950,eng,4.19,11437,2010.0,40,1288
7481,"When We Were Very Young (Winnie-the-Pooh, #3)","A.A. Milne, Ernest H. Shepard",525444459,en-US,4.32,17922,1924.0,63,343
7482,My Sunshine Away,M.O. Walsh,399169520,eng,3.6,11118,2015.0,30,1810
7483,The Truth Seeker (O'Malley #3),Dee Henderson,1414310587,eng,4.39,13796,2001.0,18,284
7484,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari,9799625734,ind,3.82,8904,2006.0,3,926
7485,سینوهه,"Mika Waltari, ذبیح‌الله منصوری",<function <lambda> at 0x7eb612ae0170>,per,4.08,5907,1945.0,155,545
7486,Great House,Nicole Krauss,393079988,eng,3.45,13582,2010.0,50,2220
7487,"The Kept Woman (Will Trent, #8)",Karin Slaughter,62430211,eng,4.1,8175,2016.0,16,1537
7488,"Maid for Love (Gansett Island Series, #1)",Marie Force,<function <lambda> at 0x7eb612ae0170>,eng,3.98,14989,2011.0,24,1229
7489,And the Shofar Blew,Francine Rivers,842365834,eng,4.11,11618,2003.0,21,482
7490,"Prentice Alvin (Tales of Alvin Maker, #3)",Orson Scott Card,1841490237,en-US,3.77,14326,1989.0,44,286
7491,"44 Scotland Street (44 Scotland Street, #1)",Alexander McCall Smith,1400079446,eng,3.61,14795,2005.0,38,1932
7492,Chill Factor,Sandra Brown,743466772,en-US,3.95,13255,2005.0,59,974
7493,Odd and the Frost Giants,"Neil Gaiman, Mark Buckingham",747595380,eng,3.95,15407,2008.0,37,2570
7494,The Magpies,Mark  Edwards,1483911896,eng,3.8,6663,2013.0,12,1189
7495,Season of Migration to the North,"Tayeb Salih, Denys Johnson-Davies",435900668,eng,3.71,5985,1966.0,67,1664
7496,The Golden Notebook,Doris Lessing,006093140X,en-US,3.75,13790,1962.0,96,1267
7497,"The Winter Rose (The Tea Rose, #2)",Jennifer Donnelly,7191324,eng,4.29,13930,2008.0,39,1226
7498,"The Last Full Measure (The Civil War Trilogy, #3)",Jeff Shaara,345434811,eng,4.22,12037,1991.0,19,299
7499,Oscar et la dame rose,Éric-Emmanuel Schmitt,2226135022,eng,4.2,9928,1996.0,86,1072
7500,When Bad Things Happen to Good People,Harold S. Kushner,1400034728,eng,4.02,10615,1981.0,55,643
7501,"Post Captain (Aubrey/Maturin, #2)",Patrick O'Brian,6499163,en-US,4.29,7714,1972.0,69,708
7502,"Dragon Flight (Dragon Slippers, #2)",Jessica Day George,1599901102,en-US,4.18,15918,2008.0,9,846
7503,"What Katy Did (Carr Family, #1)",Susan Coolidge,543904709,eng,3.89,13935,1872.0,193,329
7504,Homer Price (A Puffin Book),Robert McCloskey,140309276,eng,4.07,16836,1942.0,24,444
7505,"Shatterglass (The Circle Opens, #4)",Tamora Pierce,059039696X,eng,4.16,18253,2003.0,14,242
7506,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",David Eddings,345456327,eng,4.27,13215,1982.0,13,369
7507,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,1400064112,eng,3.94,11860,2007.0,39,653
7508,The Scent of Rain and Lightning,Nancy Pickard,345471016,eng,3.79,14423,2010.0,29,2098
7509,"Pacific Vortex! (Dirk Pitt, #1)","Clive Cussler, Michael Pritchard",553276328,eng,3.76,14476,1983.0,47,491
7510,"One More Chance (Rosemary Beach, #8; Chance, #2)",Abbi Glines,<function <lambda> at 0x7eb612ae0170>,eng,4.29,23899,2014.0,24,1898
7511,Aurora,Kim Stanley Robinson,316098108,eng,3.73,9686,2015.0,24,1841
7512,"Purity in Death (In Death, #15)",J.D. Robb,749934417,eng,4.33,16947,2002.0,56,568
7513,"The Hollow Hills (Arthurian Saga, #2)",Mary  Stewart,60548266,eng,4.23,17045,1973.0,59,418
7514,"Among the Brave (Shadow Children, #5)",Margaret Peterson Haddix,689857950,en-US,4.14,16527,2004.0,13,565
7515,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail","Rusty Young, Thomas McFadden",312330340,eng,4.22,7313,2003.0,25,640
7516,"Mars, Volume 01",Fuyumi Soryo,1931514585,eng,4.13,14044,1996.0,8,221
7517,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,465023924,eng,4.19,11867,1962.0,39,428
7518,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Alice Waters,307336794,eng,4.11,13022,2007.0,12,375
7519,"Centaur Aisle (Xanth, #4)",Piers Anthony,345418522,eng,3.77,15431,1981.0,24,164
7520,The Year of Fog,Michelle Richmond,385340117,eng,3.46,12248,2006.0,28,2229
7521,Crisis on Infinite Earths,"Marv Wolfman, George Pérez",1563897504,en-US,4.01,12915,1985.0,32,367
7522,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,1594482225,en-US,3.81,11246,2005.0,14,848
7523,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",J.K. Rowling,<function <lambda> at 0x7eb612ae0170>,eng,4.21,14977,2016.0,18,1339
7524,"Ronia, the Robber's Daughter","Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",140317201,eng,4.27,14470,1981.0,96,580
7525,"Spider Bones (Temperance Brennan, #13)",Kathy Reichs,1439102392,eng,3.9,15403,2010.0,56,1196
7526,No Talking,Andrew Clements,1416909834,eng,3.94,14083,2007.0,20,1070
7527,"Blood on Snow (Blood on Snow, #1)","Jo Nesbø, Neil Smith",385354193,eng,3.5,9370,2014.0,62,1597
7528,"Wait for Me (Against All Odds, #1)",Elisabeth Naughton,1468139339,eng,3.98,12572,2011.0,15,1409
7529,The Garden of Evening Mists,Tan Twan Eng,1905802498,eng,4.08,10211,2011.0,35,1866
7530,"The Cellar (The Cellar, #1)",Natasha Preston,<function <lambda> at 0x7eb612ae0170>,eng,3.94,8103,2014.0,17,1977
7531,"The Gentlemen's Alliance †, Vol. 1",Arina Tanemura,1421511835,eng,3.96,13260,2005.0,10,150
7532,"Rusty Nailed (Cocktail, #2)",Alice Clayton,1476766665,eng,3.97,22614,2014.0,19,2243
7533,"Dark Guardian (Dark, #9)",Christine Feehan,843949945,en-US,4.33,17197,2002.0,26,348
7534,Prophet,Frank E. Peretti,1581345267,en-US,3.92,11708,1992.0,18,243
7535,"The Wicked Will Rise (Dorothy Must Die, #2)",Danielle  Paige,62280708,eng,3.82,16739,2015.0,16,2285
7536,"Dark Fire (Dark, #6)",Christine Feehan,505524473,eng,4.3,17704,2001.0,30,389
7537,Citizen: An American Lyric,Claudia Rankine,1555976905,eng,4.3,14115,2014.0,12,1726
7538,"Carry on, Jeeves (Jeeves, #3)",P.G. Wodehouse,1585673927,eng,4.28,13133,1925.0,1,838
7539,"The Magic Thief (Magic Thief, #1)","Sarah Prineas, Antonio Javier Caparo",006137587X,eng,3.94,14371,2008.0,50,1093
7540,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Michael Azerrad,316787531,eng,4.2,10562,2001.0,9,563
7541,"I, Elizabeth",Rosalind Miles,609809105,en-US,4.01,12132,1992.0,13,337
7542,The Woman Who Stole My Life,Marian Keyes,<function <lambda> at 0x7eb612ae0170>,eng,3.52,8693,2014.0,33,1419
7543,Pyongyang: A Journey in North Korea,Guy Delisle,1897299214,eng,3.93,12903,2003.0,32,1243
7544,Night Over Water,Ken Follett,451211472,eng,3.78,12329,1991.0,95,718
7545,I Am Having So Much Fun Here Without You,Courtney Maum,1476764581,eng,3.37,9374,2014.0,13,1156
7546,"All I Want is Everything (Gossip Girl, #3)",Cecily von Ziegesar,316912123,eng,3.56,15467,2003.0,48,422
7547,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael E. Porter,684841487,eng,4.14,10850,1980.0,20,71
7548,Systematic Theology: An Introduction to Biblical Doctrine,Wayne A. Grudem,310286700,eng,4.23,11053,1994.0,20,263
7549,"P is for Peril (Kinsey Millhone, #16)",Sue Grafton,449003795,eng,3.85,16799,2000.0,58,644
7550,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,1449474195,eng,4.14,39601,2016.0,24,3594
7551,"The Darkness That Comes Before (The Prince of Nothing, #1)",R. Scott Bakker,1585676772,eng,3.78,13146,2003.0,27,735
7552,"The Dirty Life: On Farming, Food, and Love",Kristin Kimball,1416551603,eng,4.04,11559,2010.0,20,1764
7553,"Dust & Decay (Rot & Ruin, #2)",Jonathan Maberry,1442402350,eng,4.29,13646,2011.0,19,1362
7554,"Alienated (Alienated, #1)",Melissa Landers,1423170288,eng,3.95,18171,2014.0,13,3185
7555,Bone Gap,Laura Ruby,<function <lambda> at 0x7eb612ae0170>,eng,3.86,15150,2015.0,16,3451
7556,"Big Cherry Holler (Big Stone Gap, #2)",Adriana Trigiani,743430344,eng,3.92,13356,2001.0,34,706
7557,"Yes, Chef",Marcus Samuelsson,385342608,eng,3.8,12230,2012.0,14,1960
7558,Teen Idol,Meg Cabot,60096187,en-US,3.53,20271,2004.0,54,871
7559,The Thing Around Your Neck,Chimamanda Ngozi Adichie,307271072,eng,4.18,11861,2009.0,60,1485
7560,Caraval,Stephanie Garber,1250095255,eng,3.97,30975,2017.0,51,8360
7561,Bright Shiny Morning,James Frey,61573132,eng,3.8,10762,2008.0,44,1397
7562,The Story of an Hour,Kate Chopin,078915479X,eng,4.08,13308,1894.0,16,438
7563,Rabbit Is Rich (Rabbit Angstrom #3),John Updike,140249435,eng,3.9,12455,1981.0,48,499
7564,"Lots of Candles, Plenty of Cake",Anna Quindlen,1400069343,eng,3.71,12792,2012.0,14,2309
7565,Scars,Cheryl Rainfield,193481332X,en-US,4.17,12452,2010.0,12,1018
7566,The Fixer Upper,Mary Kay Andrews,60837381,en-US,3.88,14560,2009.0,25,1339
7567,"Negeri 5 Menara (Negeri 5 Menara, #1)",Ahmad Fuadi,<function <lambda> at 0x7eb612ae0170>,ind,4.04,10018,2009.0,6,1067
7568,"Empire of Ivory (Temeraire, #4)",Naomi Novik,345496876,eng,3.93,15449,2007.0,43,880
7569,"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",Rick Atkinson,805062882,eng,4.25,11111,2002.0,29,756
7570,Daddy's Little Girl,Mary Higgins Clark,743460529,eng,3.85,14602,2002.0,87,671
7571,Ricochet,Sandra Brown,1416532358,eng,3.96,13327,2006.0,52,668
7572,Can't Wait to Get to Heaven,Fannie Flagg,1400061261,eng,3.89,12262,2006.0,35,1758
7573,Among Others,Jo Walton,076532153X,eng,3.68,14761,2011.0,38,3547
7574,"Seduction in Death (In Death, #13)",J.D. Robb,749934395,eng,4.3,17565,2001.0,50,563
7575,Double Indemnity,James M. Cain,679723226,eng,4.12,13559,1936.0,53,781
7576,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",Sherrilyn Kenyon,312947054,eng,4.0,21567,2007.0,21,653
7577,Presentation Zen: Simple Ideas on Presentation Design and Delivery,Garr Reynolds,321525655,eng,4.08,10896,2007.0,26,390
7578,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",R.A. Salvatore,786927720,eng,4.07,11816,2001.0,25,105
7579,"Goodbye, Columbus and Five Short Stories",Philip Roth,679601597,eng,3.87,10089,1959.0,79,693
7580,"Bone: Quest for the Spark, Vol. 1","Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",545141028,eng,4.33,11416,2009.0,7,106
7581,The Personal MBA: Master the Art of Business,Josh Kaufman,1591843529,eng,4.04,12165,2010.0,29,558
7582,The Last Original Wife,Dorothea Benton Frank,62132466,eng,3.67,10974,2013.0,13,1713
7583,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",Sherrilyn Kenyon,312546564,en-US,4.28,19453,2010.0,22,917
7584,The Library at Mount Char,Scott  Hawkins,553418602,eng,4.07,7814,2015.0,14,3321
7585,"Fire Star (The Last Dragon Chronicles, #3)",Chris d'Lacey,439845823,eng,3.91,13595,2005.0,17,442
7586,Texas,James A. Michener,375761411,eng,4.06,13581,1985.0,40,317
7587,Your Best Life Now: 7 Steps to Living at Your Full Potential,Joel Osteen,446532754,eng,4.0,10338,2004.0,54,542
7588,Turtle in Paradise,Jennifer L. Holm,375836888,en-US,3.93,14714,2010.0,15,1712
7589,"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,671720147,eng,4.28,15252,1990.0,48,549
7590,Choosing to SEE,"Mary Beth Chapman, Steven Curtis Chapman",1441213570,eng,4.3,11110,2010.0,9,860
7591,Broken Monsters,Lauren Beukes,316216828,eng,3.59,7086,2014.0,31,2112
7592,The Unabridged Journals of Sylvia Plath,"Sylvia Plath, Karen V. Kukil",385720254,eng,4.29,12419,1982.0,42,517
7593,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,316068225,eng,4.53,13312,2009.0,38,1245
7594,QED: The Strange Theory of Light and Matter,Richard Feynman,691024170,eng,4.23,10438,1985.0,43,358
7595,"Defiance (Strange Angels, #4)","Lili St. Crow, Lilith Saintcrow",1595143920,eng,4.19,18321,2011.0,16,637
7596,"Haunted (Women of the Otherworld, #5)",Kelley Armstrong,553587080,eng,4.08,19974,2005.0,26,781
7597,The Sweet Potato Queens' Book of Love,Jill Conner Browne,609804138,eng,3.7,12903,1999.0,16,789
7598,"Mastiff (Beka Cooper, #3)",Tamora Pierce,375814701,en-US,4.24,19695,2011.0,13,1403
7599,The Madonnas of Leningrad,Debra Dean,60825316,eng,3.77,12620,2006.0,34,1895
7600,"Divine Misdemeanors (Merry Gentry, #8)",Laurell K. Hamilton,345495969,eng,4.04,19184,2009.0,22,683
7601,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",Chelsea Cain,031236847X,en-US,4.05,14342,2008.0,39,1242
7602,Caim,José Saramago,972212076X,por,3.89,7402,2009.0,87,1116
7603,"All Tomorrow's Parties (Bridge, #3)",William Gibson,425190447,en-US,3.88,11672,1999.0,43,336
7604,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,575088877,eng,3.83,11137,2010.0,33,1529
7605,"Shock Wave (Virgil Flowers, #5)",John Sandford,<function <lambda> at 0x7eb612ae0170>,eng,4.19,11578,2011.0,24,906
7606,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,415254086,en-US,4.06,11069,1921.0,202,406
7607,"Lord Edgware Dies (Hercule Poirot, #9)",Agatha Christie,2314576,eng,3.88,14117,1933.0,192,870
7608,"Batman: Hush, Vol. 2","Jeph Loeb, Jim Lee, Scott Williams",1401200923,eng,4.25,12151,2003.0,19,208
7609,Dog on It (A Chet and Bernie Mystery #1),Spencer Quinn,1416585834,en-US,3.85,13525,2008.0,38,2784
7610,Spring Fever,Mary Kay Andrews,312642717,en-US,3.92,14050,2012.0,16,1344
7611,And to Think That I Saw it on Mulberry Street,Dr. Seuss,7169922,en-US,3.99,17584,1937.0,25,508
7612,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,141654786X,eng,4.16,10384,2013.0,18,1498
7613,"Chasing the Prophecy (Beyonders, #3)",Brandon Mull,1416997962,eng,4.35,11816,2013.0,20,1039
7614,"The Short Victorious War (Honor Harrington, #3)",David Weber,671875965,eng,4.16,14563,1994.0,34,336
7615,Drinking: A Love Story,Caroline Knapp,385315546,eng,4.04,12234,1996.0,24,850
7616,"Five Weeks in a Balloon (Extraordinary Voyages, #1)",Jules Verne,1421820609,eng,3.74,13062,1863.0,444,282
7617,"Dragon's Oath (House of Night Novellas, #1)","P.C. Cast, Kristin Cast",1250000238,en-US,4.06,16558,2011.0,22,881
7618,"Grave Witch (Alex Craft, #1)",Kalayna Price,451463803,en-US,3.96,22112,2010.0,22,1619
7619,"Sleeping Murder (Miss Marple, #13)",Agatha Christie,2317850,eng,3.91,15612,1976.0,151,994
7620,Ethan Frome and Other Short Fiction,"Edith Wharton, Mary Gordon",553212559,en-US,3.65,14271,1911.0,10,73
7621,"The Assassin and the Desert (Throne of Glass, #0.3)",Sarah J. Maas,<function <lambda> at 0x7eb612ae0170>,eng,4.4,18943,2012.0,12,1033
7622,On the Genealogy of Morals/Ecce Homo,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",679724621,en-US,4.14,11893,1887.0,11,172
7623,Adrift: Seventy-Six Days Lost at Sea,Steven Callahan,618257322,en-US,4.09,10666,1986.0,31,599
7624,"Once and Always (Sequels, #1)",Judith McNaught,1416530738,eng,4.21,18197,1987.0,51,733
7625,"Bloodline (Sigma Force, #8)",James Rollins,61784796,eng,4.23,12189,2012.0,43,1072
7626,"Best Friends for Never (The Clique, #2)",Lisi Harrison,316701319,eng,3.73,15345,2004.0,18,849
7627,"Death of Kings (The Saxon Stories, #6)",Bernard Cornwell,7331789,eng,4.28,10479,2011.0,44,718
7628,Onward: How Starbucks Fought for Its Life without Losing Its Soul,"Howard Schultz, Joanne Gordon",1605292885,en-CA,3.79,11119,2007.0,30,760
7629,Auschwitz,Laurence Rees,158648303X,eng,4.24,10437,2005.0,39,344
7630,The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,1592289444,eng,4.18,10188,1956.0,61,1829
7631,Three Fates,Nora Roberts,515135062,eng,4.03,17082,2002.0,72,510
7632,"Passenger (Passenger, #1)",Alexandra Bracken,1484715772,eng,3.84,23070,2016.0,40,5065
7633,"Born in Death (In Death, #23)","J.D. Robb, Susan Ericksen",425215687,en-US,4.33,17912,2006.0,48,634
7634,"Close Your Eyes, Hold Hands",Chris Bohjalian,385534833,eng,3.59,12107,2014.0,16,2210
7635,"A Pocket Full of Rye (Miss Marple, #7)",Agatha Christie,451199863,eng,3.83,17513,1953.0,169,762
7636,Of Course I Love You...! Till I Find Someone Better...,"Durjoy Datta, Maanvi Ahuja",8188575658,en-GB,3.21,6671,2008.0,7,301
7637,"Virgin River (Virgin River, #1)",Robyn Carr,778324907,eng,4.12,17371,2007.0,47,1513
7638,The Algebraist,Iain M. Banks,1597800449,eng,3.99,13210,2004.0,28,606
7639,درخت زیبای من,"José Mauro de Vasconcelos, قاسم صنعوی",964913980X,per,4.36,2716,1968.0,91,931
7640,Stone Mattress: Nine Tales,Margaret Atwood,385539126,eng,3.93,10622,2014.0,26,1898
7641,The Whistling Season,Ivan Doig,151012377,eng,4.01,11379,2006.0,15,2132
7642,"Rebel Spring (Falling Kingdoms, #2)","Morgan Rhodes, Michelle Rowen",1595145931,eng,4.16,18379,2013.0,31,2694
7643,"NYPD Red 2 (NYPD Red, #2)","James Patterson, Marshall Karp",316211265,eng,4.07,9293,2014.0,39,991
7644,Chesapeake,James A. Michener,812970438,en-US,4.14,15408,1978.0,40,656
7645,The List,Steve Martini,515121495,eng,3.95,11696,1997.0,29,145
7646,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),Gloria Levine,1561371734,eng,3.95,14513,1842.0,1,49
7647,"Devil in a Blue Dress (Easy Rawlins, #1)",Walter Mosley,743451791,eng,3.91,12969,1990.0,48,884
7648,Shakespeare's Romeo and Juliet,"Michael Rosen, Jane Ray",763622583,eng,4.09,19052,2003.0,3,101
7649,The Killer Inside Me,Jim Thompson,679733973,eng,3.9,12425,1952.0,62,1046
7650,Lady Audley's Secret,Mary Elizabeth Braddon,192835203,eng,3.73,13329,1862.0,177,836
7651,All the Names,"José Saramago, Margaret Jull Costa",156010593,en-US,3.88,9520,1997.0,91,920
7652,"Lucia, Lucia",Adriana Trigiani,345472446,eng,3.92,13360,2003.0,33,1352
7653,Tiger Lily,Jodi Lynn Anderson,62114611,eng,3.98,16217,2012.0,15,4012
7654,"Return (Redemption, #3)","Karen Kingsbury, Gary Smalley",842382895,eng,4.44,11737,2003.0,30,279
7655,"The Ruby in the Smoke (Sally Lockhart, #1)",Philip Pullman,394895894,en-US,3.75,16214,1985.0,80,1129
7656,Georgiana: Duchess of Devonshire,Amanda Foreman,375753834,en-US,3.79,11621,1998.0,35,1041
7657,"Scarlet (Scarlet, #1)",A.C. Gaughen,802723462,eng,3.95,19665,2012.0,11,2574
7658,Stealing Parker,Miranda Kenneally,1402271875,en-US,3.88,15997,2012.0,11,1216
7659,The Weekenders,Mary Kay Andrews,1250065941,eng,3.7,11552,2016.0,13,1480
7660,"Fables, Vol. 5: The Mean Seasons","Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",1401204864,eng,4.19,17909,2005.0,15,545
7661,Dom Casmurro,Machado de Assis,850515033,por,4.24,10590,1899.0,207,363
7662,The Illuminatus! Trilogy,"Robert Shea, Robert Anton Wilson",440539811,eng,4.0,12444,1975.0,15,732
7663,"Lockdown (Escape from Furnace, #1)",Alexander Gordon Smith,374324913,en-US,4.1,14024,2009.0,23,1995
7664,The Final Solution,"Michael Chabon, Jay Ryan",60777109,en-US,3.31,12466,2004.0,31,1454
7665,Beachcombers,Nancy Thayer,345518284,en-US,3.77,12845,2010.0,17,793
7666,"Chew, Vol. 2: International Flavor","John Layman, Rob Guillory",1607062607,eng,4.13,13134,2010.0,11,582
7667,Lost Souls,Poppy Z. Brite,440212812,eng,3.89,13905,1992.0,21,626
7668,The Secret Agent,Joseph Conrad,192801694,eng,3.59,11590,1907.0,525,943
7669,The Way of Zen,Alan W. Watts,375705104,eng,4.18,11166,1957.0,39,375
7670,"Nexus (Nexus, #1)",Ramez Naam,857662937,eng,4.06,9623,2012.0,34,1342
7671,The Wolf and the Dove,Kathleen E. Woodiwiss,380007789,eng,4.14,13694,1974.0,48,562
7672,"The Traitor (Divergent, #0.4)",Veronica Roth,006228567X,eng,4.19,12299,2014.0,8,568
7673,Nora Webster,Colm Tóibín,1439138338,eng,3.58,10353,2014.0,43,2087
7674,"Requiem (Providence, #2)",Jamie McGuire,615487424,eng,4.15,16911,2011.0,16,755
7675,"The Emperor's Tomb (Cotton Malone, #6)",Steve Berry,345505492,en-US,3.95,13159,2010.0,43,779
7676,"Fear Nothing (Detective D.D. Warren, #7)",Lisa Gardner,525953086,eng,4.1,5982,2014.0,36,1351
7677,Baking: From My Home to Yours,"Dorie Greenspan, Alan    Richardson",618443363,en-US,4.18,11662,1980.0,6,133
7678,Promises to Keep,Jane Green,670021792,en-US,3.81,12830,2010.0,30,1062
7679,"For You (The 'Burg, #1)",Kristen Ashley,<function <lambda> at 0x7eb612ae0170>,eng,4.19,23889,2011.0,9,1528
7680,"Love★Com, Vol. 1","Aya Nakahara, Pookie Rolf",1421513439,eng,4.22,13801,2001.0,14,215
7681,"Elephants Can Remember (Hercule Poirot, #37)",Agatha Christie,425067823,eng,3.62,15420,1972.0,169,884
7682,"Friend-Zoned (Friend-Zoned, #1)",Belle Aurora,<function <lambda> at 0x7eb612ae0170>,eng,3.99,20585,2013.0,9,2030
7683,What to Expect the First Year (What to Expect),"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",761129588,eng,3.86,10807,1989.0,45,784
7684,The Gift,Danielle Steel,440221315,en-US,3.91,12382,1986.0,55,473
7685,The Lions of Little Rock,Kristin Levine,039925644X,eng,4.22,12962,2012.0,10,1632
7686,Self Matters: Creating Your Life from the Inside Out,Phillip C. McGraw,074322423X,en-US,3.62,9609,2000.0,28,109
7687,"Hollowland (The Hollows, #1)",Amanda Hocking,1453860959,eng,3.97,13847,2010.0,12,1569
7688,"Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1)",Hidekaz Himaruya,1427818762,en-US,4.35,11985,2008.0,15,195
7689,Finding Nemo,"Andrew Stanton, Walt Disney Company",1591827582,eng,4.47,12160,1996.0,21,51
7690,Calling Doctor Amelia Bedelia,"Herman Parish, Lynn Sweat",60087803,eng,4.29,12422,2002.0,7,43
7691,"Timeless (Parasol Protectorate, #5)",Gail Carriger,<function <lambda> at 0x7eb612ae0170>,eng,4.12,18617,2012.0,23,2176
7692,"These High, Green Hills (Mitford Years, #3)",Jan Karon,1589190645,eng,4.27,14106,1995.0,35,475
7693,How Google Works,"Eric Schmidt, Jonathan Rosenberg",<function <lambda> at 0x7eb612ae0170>,en-CA,4.03,11703,2014.0,39,883
7694,"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,<function <lambda> at 0x7eb612ae0170>,eng,4.17,11301,2013.0,17,2409
7695,The Time of My Life,Cecelia Ahern,7350430,eng,3.85,11684,2011.0,64,1346
7696,"Now We Are Six (Winnie-the-Pooh, #4)","A.A. Milne, Ernest H. Shepard",525444467,eng,4.38,15840,1927.0,58,287
7697,"The Captive Part II / The Power (The Secret Circle, #2-3)",L.J. Smith,61671355,eng,4.11,16231,2009.0,13,553
7698,Ladies' Night,Mary Kay Andrews,1250019672,en-US,3.8,12306,2013.0,15,1480
7699,Family Pictures ,Jane Green,312591837,eng,3.62,12089,2013.0,21,1662
7700,"Taken by Midnight (Midnight Breed, #8)",Lara Adrian,440245273,eng,4.27,19135,2010.0,32,802
